quilate;corte;color;claridad;profunidad;mesa;x;y;z;precio;tipo precio
1.5;Premium;H;SI1;62.4;58;7.33;7.28;4.56;9697;Alto
0.44;Good;J;VS1;63.1;57;4.83;4.87;3.06;694;Minimo
1.7;Premium;I;VS2;61.7;59;7.63;7.68;4.72;11257;Alto
0.96;Fair;F;SI2;65.2;58;6.14;6.12;3.99;3688;Bajo
1.02;Very Good;H;VS2;62.5;56;6.42;6.45;4.02;5217;Bajo
0.7;Very Good;E;SI1;61.7;62;5.64;5.68;3.49;2569;Bajo
1.01;Good;G;SI1;60.7;59;6.35;6.4;3.87;4672;Bajo
0.6;Premium;D;SI1;62.9;58;5.39;5.33;3.37;1799;Bajo
0.9;Very Good;G;VS2;61.5;60;6.13;6.16;3.78;4386;Bajo
1.13;Very Good;E;SI1;62.7;57;6.62;6.65;4.16;4922;Bajo
0.91;Premium;H;VS2;60.6;58;6.3;6.25;3.8;4293;Bajo
0.31;Ideal;E;IF;61.9;56;4.35;4.37;2.7;1060;Minimo
1.02;Very Good;F;SI2;58.7;63;6.49;6.46;3.8;3875;Bajo
1.51;Very Good;E;SI2;62.8;59;7.24;7.31;4.57;9058;Alto
1.06;Very Good;G;I1;60.7;63;6.59;6.56;3.99;2080;Bajo
1.51;Premium;D;SI1;62.2;59;7.34;7.29;4.55;10122;Alto
1.24;Ideal;I;SI1;61.1;60;6.94;6.91;4.23;5976;Bajo
0.73;Ideal;G;VS2;62.5;56;5.78;5.74;3.6;2586;Bajo
0.41;Ideal;D;VS2;61.7;56;4.81;4.78;2.96;1076;Minimo
0.29;Very Good;I;VS2;;55;4.25;4.27;2.66;384;Minimo
0.53;Ideal;J;SI2;61.9;54;5.2;5.23;3.23;856;Minimo
1.5;Premium;E;SI2;61.5;60;7.29;7.22;4.46;7182;Medio
0.3;Good;F;IF;60;63;4.3;4.36;2.6;742;Minimo
0.32;Ideal;E;VS2;62.3;54;4.4;4.37;2.73;900;Minimo
0.81;Premium;H;SI2;60;59;6.03;5.97;3.62;2344;Bajo
0.27;Premium;E;VVS1;60.6;58;4.2;4.18;2.54;799;Minimo
1.39;Ideal;J;VS2;60.9;57;7.2;7.25;4.4;6831;Medio
0.33;Very Good;F;VVS2;61.6;57;4.44;4.46;2.74;801;Minimo
0.32;Ideal;I;VS1;62.4;54;4.38;4.4;2.74;523;Minimo
0.9;Ideal;F;SI2;61.8;56;6.18;6.21;3.83;4593;Bajo
0.31;Good;G;VS2;63.1;58;4.3;4.35;2.73;544;Minimo
0.4;Premium;E;VS1;60.1;58;4.76;4.72;2.85;1125;Minimo
0.32;Very Good;H;VVS1;61.2;57;4.39;4.42;2.69;672;Minimo
1.22;Ideal;F;VVS1;61.2;57;6.88;6.92;4.22;13029;Premiun
0.38;Ideal;E;VVS2;62;57;4.64;4.69;2.89;1030;Minimo
0.71;Very Good;D;VVS2;62.3;60;5.65;5.71;3.54;3799;Bajo
0.71;Very Good;G;SI2;63.2;59;5.6;5.64;3.55;2107;Bajo
1.05;Very Good;G;SI1;61.6;57;6.51;6.54;4.02;5197;Bajo
1.04;Ideal;F;SI1;61.3;56;6.55;6.5;4;5882;Bajo
0.71;Ideal;F;VS1;61.1;57;5.76;5.82;3.54;3013;Bajo
0.42;Ideal;E;SI1;62.1;55;4.81;4.79;2.98;953;Minimo
0.44;Ideal;D;VS1;61.1;56;4.95;4.91;3.01;1294;Minimo
0.41;Very Good;F;SI1;63.4;58;4.75;4.68;2.99;852;Minimo
0.5;Ideal;H;VS1;61.1;56;5.1;5.14;3.13;1637;Bajo
0.58;Ideal;E;VS2;61.8;57;5.32;5.36;3.3;1903;Bajo
0.3;Ideal;E;VVS2;61.8;56;4.35;4.33;2.68;1013;Minimo
1.18;Very Good;G;VS2;62.7;54.7;6.74;6.77;4.23;8411;Medio
0.91;Ideal;H;SI1;62;56;6.19;6.22;3.85;4337;Bajo
1.2;Ideal;F;VVS1;61.1;55;6.86;6.89;4.2;13088;Premiun
0.33;Premium;F;SI2;62.3;58;4.43;4.4;2.75;557;Minimo
0.34;Ideal;F;VVS1;61.7;55;4.51;4.5;2.78;959;Minimo
0.32;Premium;G;VS2;62.3;58;4.41;4.36;2.73;720;Minimo
0.38;Very Good;E;SI2;62.5;61;4.59;4.63;2.88;590;Minimo
0.26;Very Good;E;VVS2;61.4;57;4.1;4.13;2.52;506;Minimo
0.52;Very Good;G;SI1;61.7;57;5.13;5.16;3.17;1311;Bajo
2;Good;J;I1;63.6;62;7.97;7.8;5.02;6521;Medio
0.76;Ideal;E;VS2;61.6;56;5.85;5.9;3.62;3864;Bajo
1.09;Ideal;G;SI1;62.2;56;6.6;6.55;4.09;4970;Bajo
0.25;Good;D;VS1;57.6;60;4.15;4.18;2.4;399;Minimo
0.71;Good;E;VS2;62.8;60;5.6;5.65;3.53;2836;Bajo
0.41;Fair;D;VVS2;64.5;57;4.68;4.65;3.01;1089;Minimo
2.27;Premium;J;VS1;62.4;58;8.41;8.36;5.23;17149;VIP
1.01;Premium;G;VVS2;63;61;6.36;6.34;4;7665;Medio
0.75;Very Good;E;SI1;62.9;57;5.79;5.84;3.66;2753;Bajo
0.72;Premium;J;SI1;62.1;59;5.75;5.71;3.56;1987;Bajo
2.36;Ideal;H;SI2;62.2;55;8.51;8.56;5.3;17569;VIP
1.01;Ideal;G;VS2;62.7;54;6.43;6.47;4.04;6937;Medio
1.03;Very Good;F;SI2;61.1;59;6.51;6.58;4;4218;Bajo
0.7;Very Good;E;SI1;61.2;57;5.68;5.73;3.49;2753;Bajo
0.3;Premium;G;VS2;61.6;60;4.33;4.28;2.65;675;Minimo
1.51;Ideal;F;VS2;62.2;53;7.35;7.31;4.56;13771;Premiun
0.3;Premium;F;VS1;60.5;60;4.29;4.31;2.6;658;Minimo
0.71;Ideal;I;VVS1;62.3;56;5.7;5.73;3.56;2606;Bajo
0.36;Ideal;D;VS2;61.3;55;4.58;4.62;2.82;928;Minimo
0.9;Ideal;G;SI2;;56;6.14;6.19;3.85;3500;Bajo
0.35;Premium;J;VS1;62.4;58;5.67;5.64;3.53;949;Minimo
0.7;Very Good;H;SI1;62.6;57;5.64;5.7;3.55;1830;Bajo
1;Premium;I;SI1;62.2;62;6.39;6.33;3.96;3360;Bajo
0.3;Ideal;G;SI1;62.2;57;4.26;4.29;2.66;477;Minimo
0.9;Good;I;SI2;60.9;63;6.13;6.21;3.76;2680;Bajo
1.02;Fair;D;SI1;70.6;57;6.08;6.01;4.27;4398;Bajo
0.26;Very Good;I;SI1;59.2;60;4.2;4.24;2.5;445;Minimo
0.33;Ideal;D;VS1;61.7;55;4.48;4.5;2.77;1007;Minimo
0.51;Good;D;SI2;63.9;55;5.1;5.04;3.24;1268;Minimo
1.2;Ideal;H;VS2;59.9;57;6.91;6.87;4.13;6487;Medio
0.25;Very Good;F;VVS1;62.2;56;4.02;4.03;2.5;633;Minimo
0.51;Good;F;SI1;63.6;56;5.11;5.08;3.24;1312;Bajo
0.9;Good;I;VVS2;62.9;61;6.1;6.14;3.85;3946;Bajo
1.07;Very Good;D;SI1;61.8;61;6.54;6.57;4.05;5767;Bajo
0.3;Ideal;E;SI2;62.1;54;4.32;4.35;2.69;401;Minimo
2.01;Premium;J;VS2;60.5;60;8.13;8.09;4.91;13400;Premiun
1.04;Premium;F;VVS2;59.2;58;6.68;6.66;3.95;8722;Medio
2.01;Very Good;J;SI1;59.3;62;8.15;8.2;4.85;12257;Alto
0.71;Very Good;H;SI1;;57;5.65;5.61;3.55;2207;Bajo
0.5;Very Good;D;VS2;63.8;56;5.05;5.08;3.23;1580;Bajo
0.59;Premium;E;SI1;61.8;60;5.39;5.33;3.31;1789;Bajo
1;Ideal;D;SI1;60.2;57;6.48;6.54;3.92;4774;Bajo
0.31;Ideal;D;VS2;61.8;57;4.38;4.36;2.7;942;Minimo
0.7;Good;F;VS1;59.4;62;5.71;5.76;3.4;2759;Bajo
0.51;Very Good;H;VS1;60.7;56;5.18;5.21;3.16;1628;Bajo
1.52;Premium;H;SI2;62.6;60;7.34;7.3;4.58;6086;Medio
0.91;Very Good;E;SI2;62.8;61;6.07;6.09;3.82;3703;Bajo
0.95;Premium;G;SI2;59.7;61;6.35;6.27;3.77;3830;Bajo
0.7;Very Good;D;SI1;62.6;57;5.67;5.7;3.56;2726;Bajo
0.53;Premium;E;SI1;61.8;60;5.21;5.18;3.21;2099;Bajo
1.71;Premium;G;SI1;60.6;58;7.79;7.75;4.71;13666;Premiun
0.93;Premium;G;VS1;62.1;59;6.21;6.16;3.84;4793;Bajo
0.61;Ideal;E;VS2;61.3;55;5.48;5.45;3.35;2373;Bajo
1.01;Premium;G;SI1;61.5;59;6.48;6.43;3.97;5006;Bajo
1.01;Ideal;G;SI1;62.3;57;6.41;6.36;3.98;4694;Bajo
0.7;Ideal;E;VS1;60.5;56;5.78;5.83;3.51;3419;Bajo
2.48;Ideal;I;SI2;62.3;57;8.64;8.58;5.36;12883;Alto
1.04;Premium;E;SI2;62.4;57;6.51;6.43;4.04;4892;Bajo
1.06;Ideal;H;SI1;60.8;54;6.64;6.61;4.03;4602;Bajo
0.44;Very Good;E;SI1;62.9;58;4.85;4.88;3.06;810;Minimo
0.9;Very Good;H;VS2;62.6;59;6.07;6.16;3.83;5502;Bajo
1.52;Ideal;H;VS1;60.1;60;7.54;7.51;4.52;11946;Alto
0.31;Ideal;H;VVS1;62.6;53;4.35;4.41;2.74;687;Minimo
1.13;Very Good;H;SI1;60.1;60;6.73;6.77;4.06;4959;Bajo
0.91;Good;D;SI2;64.1;62;6.06;6.01;3.87;3349;Bajo
0.53;Good;G;SI1;63.8;56;5.14;5.18;3.29;1268;Minimo
0.31;Ideal;E;VS1;62.1;54.2;4.31;4.35;2.69;726;Minimo
1.28;Ideal;H;SI2;61.8;57;7;6.97;4.32;5676;Bajo
1.51;Ideal;G;VS1;61.9;57;7.37;7.34;4.55;14674;Premiun
0.41;Premium;F;VVS2;61;59;4.82;4.79;2.93;1192;Minimo
0.28;Ideal;F;VS2;61.8;54;4.18;4.23;2.6;490;Minimo
1.23;Premium;H;VS2;59.3;58;7;6.94;4.13;5979;Bajo
0.36;Ideal;H;IF;61.9;57;4.6;4.55;2.83;1013;Minimo
2.03;Very Good;I;VS1;63.2;60;8.01;7.98;5.05;15086;Premiun
0.55;Ideal;E;SI1;60.9;56;5.32;5.28;3.23;1556;Bajo
0.92;Very Good;F;SI1;62.2;55;6.19;6.26;3.87;4621;Bajo
1.7;Very Good;I;SI1;63.1;57;7.51;7.46;4.72;10341;Alto
0.58;Ideal;F;VVS2;61.8;56;5.36;5.39;3.32;2395;Bajo
0.31;Ideal;F;VVS2;62.4;55;4.33;4.36;2.71;761;Minimo
1.27;Ideal;G;VVS1;61.7;56;6.9;7.03;4.3;10805;Alto
1.27;Premium;I;SI1;62.3;56;6.93;6.85;4.29;5547;Bajo
1.11;Ideal;J;VS2;61.7;54;6.64;6.69;4.11;5051;Bajo
1.52;Premium;E;SI1;62.5;59;7.33;7.26;4.56;12418;Alto
0.93;Ideal;I;SI1;62.5;55;6.23;6.29;3.91;3856;Bajo
0.31;Ideal;G;VVS2;62.1;56;4.32;4.35;2.69;707;Minimo
0.83;Very Good;D;IF;59.7;53;6.14;6.23;3.69;7889;Medio
1.22;Premium;H;SI1;60.6;60;6.92;6.85;4.17;6387;Medio
0.32;Ideal;E;VS2;62.3;56;4.41;4.38;2.74;900;Minimo
0.4;Very Good;E;SI1;62.8;59;4.67;4.7;2.94;707;Minimo
0.7;Very Good;G;VVS2;60.8;57;5.72;5.76;3.49;2931;Bajo
1.43;Fair;I;VS1;50.8;60;7.73;7.25;3.93;6727;Medio
0.58;Ideal;D;SI2;61.2;57;5.38;5.41;3.3;1436;Bajo
0.81;Premium;G;SI2;59;57;6.14;6.1;3.61;2274;Bajo
0.4;Ideal;F;SI1;62.1;57;4.69;4.65;2.9;882;Minimo
0.55;Ideal;E;VS2;61.4;56;5.26;5.32;3.25;1667;Bajo
1.16;Very Good;H;SI2;61.8;58;6.75;6.81;4.19;4785;Bajo
1.04;Premium;H;SI2;62.4;58;6.49;6.4;4.02;3611;Bajo
0.71;Premium;G;SI1;58.9;62;5.85;5.79;3.43;2181;Bajo
0.91;Very Good;F;VS2;60.8;57;6.24;6.25;3.8;4606;Bajo
0.3;Ideal;F;VS1;61.7;56;4.32;4.34;2.67;570;Minimo
0.7;Fair;G;SI1;61.6;66;5.62;5.57;3.45;1995;Bajo
0.7;Very Good;G;SI2;60.6;58;5.72;5.77;3.48;2057;Bajo
1.01;Very Good;H;SI2;63.9;56;6.29;6.38;4.05;4023;Bajo
1.5;Premium;D;I1;61.7;62;7.28;7.24;4.48;6300;Medio
0.52;Ideal;E;VS2;61.5;56;5.17;5.14;3.17;1767;Bajo
0.36;Ideal;D;SI2;62.3;57;4.57;4.52;2.83;689;Minimo
1.1;Very Good;F;VS2;;59;6.56;6.6;4.08;6708;Medio
1.01;Very Good;I;SI2;63.5;57;6.35;6.37;4.04;4244;Bajo
0.3;Premium;G;SI1;62.6;57;4.34;4.25;2.69;574;Minimo
0.38;Very Good;F;SI2;;61;4.61;4.67;2.83;600;Minimo
0.3;Ideal;F;VS2;62;54;4.31;4.34;2.68;605;Minimo
1.53;Ideal;I;VS2;61.7;57;7.36;7.41;4.56;9189;Alto
1.52;Premium;F;VS2;59.4;55;7.52;7.46;4.45;14388;Premiun
1.01;Fair;D;VVS2;65.4;57;6.2;6.16;4.04;8716;Medio
0.45;Good;F;VS1;58.6;62.2;5;5.05;2.95;1144;Minimo
0.32;Ideal;G;VVS1;60.3;58;4.44;4.48;2.69;779;Minimo
0.26;Ideal;E;VVS2;62.2;56;4.12;4.15;2.57;599;Minimo
0.31;Very Good;F;VS2;63.4;56;4.34;4.31;2.74;802;Minimo
0.3;Ideal;H;VVS1;61.3;57;4.32;4.36;2.66;665;Minimo
0.42;Good;E;SI1;63.6;61;4.73;4.7;3;945;Minimo
1.04;Ideal;F;SI1;59.9;56;6.64;6.58;3.96;4403;Bajo
0.56;Ideal;F;VS2;61;55;5.33;5.35;3.26;1708;Bajo
1.05;Ideal;G;VS2;61.6;56;6.52;6.56;4.03;6837;Medio
0.9;Very Good;G;VS1;62.3;60;6;6.08;3.76;4540;Bajo
1.09;Premium;H;VS1;60.2;59;6.71;6.67;4.03;5860;Bajo
1;Premium;H;VS2;61.3;61;6.44;6.38;3.93;5096;Bajo
1.22;Premium;E;SI2;60.5;60;6.93;6.89;4.18;4974;Bajo
1.12;Ideal;G;SI1;62;55;6.68;6.65;4.13;5551;Bajo
0.73;Ideal;F;VS1;61.2;57;5.79;5.84;3.56;3797;Bajo
0.9;Very Good;D;SI1;62.7;56;6.12;6.16;3.85;4381;Bajo
0.71;Ideal;G;VVS2;60.7;57;5.81;5.78;3.52;2843;Bajo
0.32;Good;E;VS1;59.5;64;4.42;4.45;2.64;756;Minimo
0.39;Ideal;F;VS2;60;57;4.76;4.7;2.84;1053;Minimo
1.22;Premium;I;VS2;60.3;59;6.93;6.87;4.16;6217;Medio
1.01;Very Good;I;SI1;60.9;63;6.51;6.43;3.94;2323;Bajo
1.5;Good;E;SI2;61.5;65;7.21;7.17;4.42;6300;Medio
1.22;Premium;E;SI1;62.3;59;6.8;6.74;4.22;7395;Medio
0.57;Ideal;E;SI1;62.2;57;5.33;5.31;3.31;1613;Bajo
1.06;Premium;E;VS2;61.3;58;6.56;6.52;4.01;7408;Medio
0.3;Ideal;F;IF;62.3;55;4.29;4.31;2.68;886;Minimo
0.38;Very Good;D;SI1;58.9;61;4.75;4.79;2.81;733;Minimo
0.5;Very Good;I;SI1;62.8;60;5.04;5.08;3.18;1054;Minimo
0.5;Ideal;H;SI2;62.4;55;5.09;5.11;3.18;964;Minimo
1.12;Good;F;VS2;63.8;57;6.59;6.61;4.21;6925;Medio
1.59;Premium;H;VVS2;63;58;7.48;7.43;4.7;12409;Alto
0.35;Ideal;F;SI1;62.4;55;4.55;4.52;2.83;748;Minimo
0.59;Premium;H;SI1;62.9;60;5.34;5.24;3.33;1265;Minimo
0.52;Ideal;G;VS1;61.2;56;5.19;5.23;3.19;1803;Bajo
0.62;Ideal;D;VS2;61.2;56;5.49;5.52;3.37;2243;Bajo
1.04;Very Good;G;VS2;61.9;57;6.46;6.5;4.01;6177;Medio
2.16;Premium;J;VVS1;61.5;58;8.36;8.26;5.11;17891;VIP
0.41;Ideal;E;SI1;62.7;57;4.74;4.77;2.98;755;Minimo
1.61;Ideal;I;VS2;62.5;57;7.49;7.43;4.66;10098;Alto
0.35;Ideal;E;SI2;61.4;56;4.55;4.51;2.78;630;Minimo
1.25;Premium;F;VS2;61.5;60;6.93;6.89;4.25;8840;Medio
1.25;Ideal;G;VVS2;62.2;55;6.87;6.93;4.29;10983;Alto
0.7;Very Good;F;VS1;62.4;56;5.62;5.7;3.53;2604;Bajo
1.06;Premium;I;SI2;61.5;57;6.57;6.49;4.02;2968;Bajo
0.91;Ideal;J;VS1;61.9;56;6.19;6.22;3.85;3863;Bajo
0.9;Ideal;I;SI2;62;56;6.2;6.16;3.83;2948;Bajo
0.96;Good;H;SI2;56.7;62;6.51;6.39;3.66;3611;Bajo
0.8;Ideal;H;SI2;62.4;57;5.91;5.83;3.66;2122;Bajo
1.01;Very Good;G;IF;63;60;6.31;6.35;3.99;7974;Medio
1.51;Good;J;VS2;64;58;7.24;7.27;4.64;6936;Medio
2.03;Premium;D;SI2;61.7;58;8.14;8.1;5.01;13229;Premiun
1.21;Premium;F;SI1;61.1;61;6.78;6.74;4.13;5720;Bajo
0.35;Very Good;H;SI1;63.3;54;4.53;4.51;2.86;647;Minimo
1;Very Good;E;VS1;63;58;6.29;6.38;3.99;7676;Medio
0.52;Ideal;E;VS2;61.2;56;5.16;5.23;3.18;1689;Bajo
0.39;Premium;D;VS2;;59;4.76;4.74;2.86;1024;Minimo
0.31;Ideal;G;VVS1;61.8;54;4.39;4.41;2.72;789;Minimo
1.39;Premium;H;SI1;62.7;58;7.15;7.08;4.46;7986;Medio
0.36;Premium;I;IF;59.9;59;4.58;4.63;2.76;758;Minimo
1.23;Ideal;H;SI1;62.3;57;6.85;6.89;4.28;5938;Bajo
0.42;Ideal;G;VS1;61.2;54;4.82;4.86;2.96;921;Minimo
0.42;Premium;I;SI1;62.6;58;4.76;4.8;2.99;626;Minimo
1.5;Good;H;I1;64;56;7.18;7.05;4.56;4022;Bajo
0.3;Ideal;D;SI1;62.1;56;4.3;4.33;2.68;552;Minimo
1.14;Ideal;G;VVS2;61;56;6.74;6.76;4.12;9013;Alto
0.39;Premium;D;VS1;61.7;59;4.69;4.64;2.88;1123;Minimo
0.31;Good;G;VS1;63.8;57;4.29;4.33;2.75;625;Minimo
0.38;Ideal;D;VVS2;61.5;57;4.67;4.63;2.86;1257;Minimo
0.42;Ideal;H;SI1;61.7;55;4.84;4.85;2.99;885;Minimo
0.35;Very Good;G;VS2;60.2;60;4.54;4.6;2.75;658;Minimo
0.3;Premium;G;VS1;62.3;59;4.3;4.27;2.67;776;Minimo
0.52;Premium;H;SI1;62.6;55;5.16;5.12;3.22;1219;Minimo
0.5;Very Good;J;VS1;61.4;57.8;5.09;5.14;3.15;1034;Minimo
0.72;Ideal;G;VVS2;61;56;5.8;5.84;3.55;3295;Bajo
1.5;Premium;H;SI2;60.8;58;7.39;7.34;4.48;8148;Medio
1.04;Very Good;D;SI1;63.4;55;6.41;6.46;4.08;5557;Bajo
0.53;Ideal;H;VVS1;61.3;56;5.21;5.23;3.2;1781;Bajo
0.4;Very Good;D;VS1;62.9;55;4.73;4.77;2.99;1004;Minimo
0.74;Premium;D;SI1;60.6;60;5.88;5.84;3.55;2655;Bajo
1.3;Ideal;G;VS1;62.4;56;7.03;6.95;4.36;6928;Medio
0.7;Ideal;J;SI1;62.6;56;5.66;5.68;3.55;1937;Bajo
0.9;Fair;I;VVS2;67;56;5.91;5.83;3.93;3074;Bajo
0.7;Ideal;I;VVS1;62.3;55;5.7;5.64;3.53;2536;Bajo
0.59;Very Good;G;SI1;63;57;5.35;5.38;3.38;1412;Bajo
0.35;Ideal;F;VVS2;60.8;55;4.58;4.61;2.79;872;Minimo
0.3;Ideal;E;VS2;62.6;54;4.31;4.28;2.69;844;Minimo
0.7;Very Good;D;SI1;62.1;56;5.65;5.69;3.52;2686;Bajo
1.01;Ideal;J;VS2;62.3;55;6.4;6.44;4;4425;Bajo
1;Very Good;D;SI2;63.5;59;6.35;6.32;4.02;4295;Bajo
0.53;Ideal;G;VVS2;60.4;56;5.24;5.29;3.18;1948;Bajo
0.54;Ideal;D;VS1;61.4;57;5.21;5.24;3.21;2039;Bajo
0.42;Very Good;G;VS1;59.4;59;4.86;4.9;2.9;921;Minimo
1.52;Good;G;SI1;64.4;59;7.18;7.25;4.65;9368;Alto
2.04;Premium;F;SI2;60.2;58;8.17;8.24;4.94;18066;VIP
1.05;Fair;F;SI2;66;60;6.3;6.22;4.13;3615;Bajo
0.33;Ideal;E;VS2;;55;4.48;4.46;2.74;928;Minimo
1.51;Good;I;SI2;63.6;60;7.27;7.23;4.61;7957;Medio
0.32;Ideal;G;VVS1;61.9;56;4.4;4.39;2.72;1080;Minimo
1;Ideal;F;VS1;61.9;57;6.41;6.39;3.96;7526;Medio
1.01;Premium;E;SI2;60;61;6.53;6.47;3.9;4921;Bajo
0.39;Premium;F;VS2;62.4;58;4.65;4.61;2.89;1053;Minimo
1;Premium;E;SI1;61.1;60;6.47;6.42;3.94;5174;Bajo
0.39;Ideal;E;VS2;61.4;56;4.68;4.74;2.89;796;Minimo
0.7;Very Good;F;VS2;59.5;58;5.75;5.85;3.45;2812;Bajo
0.9;Ideal;E;VS1;61.7;56;6.19;6.22;3.83;6230;Medio
1;Good;J;VS2;58.7;61;6.5;6.52;3.82;3769;Bajo
0.58;Premium;D;VS1;59.2;60;5.46;5.41;3.22;2401;Bajo
0.3;Ideal;G;IF;61;56;4.34;4.37;2.65;844;Minimo
1.51;Premium;F;VS2;61.1;59;7.37;7.32;4.49;14294;Premiun
1.01;Premium;F;VVS1;62.8;58;6.39;6.35;4;9412;Alto
0.35;Very Good;E;VS1;62.3;60;4.5;4.52;2.81;829;Minimo
1.01;Very Good;G;VS2;61.9;58;6.37;6.42;3.96;6047;Medio
0.7;Ideal;J;VS2;61.9;57;5.65;5.69;3.51;1974;Bajo
0.62;Premium;F;VS2;62.3;60;5.46;5.39;3.38;2009;Bajo
1.51;Premium;H;SI1;60.7;59;7.43;7.39;4.5;10020;Alto
2.01;Premium;J;SI2;62.8;58;8.09;8;5.05;12407;Alto
0.35;Fair;F;VVS1;54.6;59;4.85;4.79;2.63;1011;Minimo
0.91;Premium;F;SI2;61.4;60;6.21;6.23;3.82;3682;Bajo
0.43;Premium;D;VS2;60.2;59;4.92;4.88;2.95;1129;Minimo
1.22;Premium;H;VS2;62.7;59;6.82;6.81;4.27;6184;Medio
1.01;Premium;F;SI1;62.2;59;6.41;6.36;3.97;5345;Bajo
0.59;Ideal;H;SI2;61.9;55;5.37;5.39;3.33;1292;Minimo
1.11;Good;E;SI2;;60;6.76;6.83;3.96;4532;Bajo
0.52;Very Good;J;SI1;62.5;59;5.14;5.16;3.22;1019;Minimo
0.23;Premium;D;VVS2;59.6;61;4.03;3.99;2.39;640;Minimo
1.33;Premium;G;VS1;62.7;58;6.96;7.01;4.38;9699;Alto
0.5;Ideal;D;SI1;60.9;57;5.18;5.14;3.14;1654;Bajo
0.29;Very Good;F;VVS2;60.8;63;4.28;4.31;2.61;592;Minimo
0.41;Premium;G;VS2;61.6;58;4.73;4.78;2.93;827;Minimo
0.71;Good;J;VS1;63.3;55;5.62;5.66;3.57;1881;Bajo
0.73;Premium;G;VS1;61.4;58;5.82;5.77;3.56;2841;Bajo
1.51;Premium;J;VS2;62.3;59;7.31;7.35;4.57;7418;Medio
1.04;Ideal;E;SI2;61.4;56;6.56;6.5;4.01;4892;Bajo
2.01;Good;G;SI2;63.6;59;7.97;7.9;5.05;11096;Alto
0.41;Fair;G;VVS2;64.7;56;4.68;4.72;3.04;833;Minimo
0.37;Fair;D;IF;61.2;57;4.68;4.73;2.88;1440;Bajo
1.23;Premium;E;SI1;59.2;62;7.05;7;4.16;7274;Medio
0.36;Ideal;G;SI1;61.8;55;4.58;4.61;2.84;725;Minimo
1.2;Premium;G;VS2;62.1;61;6.74;6.68;4.17;7728;Medio
0.33;Very Good;D;VVS2;59.5;56;4.51;4.56;2.7;933;Minimo
0.6;Ideal;D;VS2;61.5;55;5.42;5.45;3.34;2325;Bajo
0.91;Premium;H;SI1;63;57;6.19;6.1;3.87;3033;Bajo
0.33;Ideal;F;VS2;60.5;55;4.55;4.47;2.73;854;Minimo
0.32;Good;E;VS1;60.3;64;4.42;4.44;2.67;756;Minimo
0.7;Very Good;D;VS1;61.2;56;5.68;5.75;3.5;3567;Bajo
1.35;Premium;J;SI1;61.1;61;7.13;7.1;4.35;5715;Bajo
0.71;Premium;I;VS1;61.9;58;5.76;5.71;3.55;2104;Bajo
0.92;Premium;D;SI2;62.5;59;6.24;6.2;3.89;3550;Bajo
0.7;Premium;H;SI1;61.3;58;5.71;5.74;3.51;2155;Bajo
0.45;Good;G;VS1;60.7;60.4;4.94;4.98;3.01;1246;Minimo
1.6;Premium;J;SI1;62.2;58;7.48;7.54;4.67;7550;Medio
1.5;Very Good;G;VVS2;60.9;56;7.34;7.37;4.48;12798;Alto
3.04;Very Good;I;SI2;63.2;59;9.14;9.07;5.75;15354;Premiun
1.61;Ideal;G;VS2;62.2;56;7.57;7.5;4.69;9521;Alto
1;Very Good;F;VS2;62.9;55;6.34;6.38;4;6352;Medio
1.02;Very Good;E;VS1;58.9;59;6.52;6.65;3.88;7253;Medio
1.57;Ideal;H;VS1;62.2;55;7.44;7.49;4.64;12810;Alto
2.02;Ideal;I;SI1;61.9;58;8.07;8.18;5.03;15942;Premiun
2.14;Premium;H;SI1;62.3;58;8.28;8.22;5.14;14490;Premiun
0.25;Very Good;E;VVS2;60.5;59;4.06;4.1;2.47;575;Minimo
0.31;Ideal;G;VS2;62.7;57;4.31;4.34;2.71;544;Minimo
0.5;Ideal;D;VS2;61.9;59;5.07;5.1;3.15;1712;Bajo
0.26;Ideal;H;VS1;62.2;55;4.06;4.11;2.54;462;Minimo
0.32;Premium;H;VS1;62.3;58;4.34;4.39;2.72;561;Minimo
0.71;Ideal;I;IF;61.5;56;5.74;5.77;3.54;2925;Bajo
0.94;Premium;H;SI2;;57;6.29;6.21;3.87;3335;Bajo
0.26;Very Good;E;VS2;62.8;58;4;4.06;2.53;601;Minimo
0.38;Ideal;E;VVS2;61.9;53.8;4.66;4.7;2.9;1073;Minimo
0.97;Very Good;G;SI1;60.2;61;6.4;6.46;3.87;4140;Bajo
0.9;Good;F;SI1;63.2;61;6.09;6.13;3.86;3950;Bajo
0.31;Ideal;H;VS2;62.6;57;4.38;4.34;2.73;628;Minimo
0.27;Ideal;H;VVS2;62.1;57;4.15;4.1;2.56;623;Minimo
0.54;Ideal;E;SI2;;57;5.25;5.28;3.19;1246;Minimo
1.03;Ideal;F;VS1;60.7;56;6.6;6.54;3.99;7429;Medio
0.52;Ideal;D;VS1;61.3;56;5.21;5.22;3.2;2550;Bajo
0.71;Good;D;SI1;63.1;56;5.68;5.73;3.6;2719;Bajo
0.91;Very Good;J;SI1;63.5;58;6.17;6.12;3.9;2905;Bajo
0.71;Ideal;E;SI2;;57;5.74;5.78;3.54;2470;Bajo
1.07;Premium;D;SI1;63;57;6.57;6.47;4.11;6124;Medio
1.21;Ideal;G;VS1;61.4;56;6.84;6.9;4.22;8824;Medio
0.31;Ideal;E;VVS1;60.5;57;4.38;4.41;2.66;942;Minimo
